Title,Abstract
"['realtime', 'traffic', 'monitoring', 'visualization', 'using', 'stationary', 'roadside', 'sensor', 'road', 'intersection']","['aim', 'develop', 'webbased', 'system', 'would', 'visualize', 'realtime', 'traffic', 'deploying', 'lightweight', 'monitoring', 'device', 'roadside', 'intersection', 'vicinity', 'help', 'commuter', 'driver', 'produce', 'optimized', 'decision', 'utilizing', 'efficient', 'roadway', 'traveling', 'also', 'account', 'local', 'building', 'better', 'traffic', 'management', 'systemwide', 'policymakers', 'academic', 'identify', 'disadvantage', 'traffic', 'congestion', 'using', 'lot', 'wireless', 'communication', 'device', 'artificial', 'intelligence', 'al', 'weve', 'identified', 'traffic', 'congestion', 'occurs', 'intersection', 'commonly', 'used', 'pujs', 'puvs', 'public', 'transport', 'vehicle', 'provides', 'meaningful', 'information', 'convey', 'relevant', 'information', 'realtime', 'vehicle', 'monitoring', 'help', 'driver', 'passenger', 'traffic', 'transportation', 'office', 'organization', 'gain', 'traffic', 'information', 'optimal', 'decisionmaking', 'choosing', 'fastest', 'route', 'increasing', 'productivity', 'service', 'would', 'also', 'aid', 'identifying', 'certain', 'problem', 'generating', 'coherent', 'solution', 'regarding', 'transportation', 'traffic', 'issue', 'keywords', 'deepsort', 'algorithm', 'yolo', 'internet', 'thing', 'deep', 'learning', 'artificial', 'intelligence']"
"['iot', 'smart', 'aircondition', 'monitoring']","['airconditioning', 'unit', 'widely', 'used', 'many', 'part', 'world', 'provide', 'comfort', 'acceptable', 'indoor', 'air', 'quality', 'iaq', 'occupant', 'nowadays', 'monitoring', 'equipment', 'agency', 'still', 'currently', 'done', 'manually', 'checking', 'specific', 'device', 'personally', 'user', 'airconditioning', 'unit', 'also', 'unaware', 'condition', 'wait', 'time', 'would', 'function', 'calling', 'attention', 'general', 'service', 'unit', 'lead', 'fast', 'degradation', 'unit', 'inconvenience', 'working', 'place', 'develops', 'lot', 'smart', 'air', 'condition', 'monitoring', 'status', 'equipment', 'based', 'vibration', 'temperature', 'humidity', 'unit', 'identify', 'vibration', 'temperature', 'humidity', 'unit', 'us', 'vibration', 'sensor', 'temperature', 'humidity', 'sensor', 'connected', 'equipment', 'send', 'sensed', 'raspberry', 'pi', 'server', 'monitor', 'status', 'based', 'sensor', 'reading', 'classification', 'efficiency', 'system', 'conducted', 'thus', 'system', 'able', 'provide', 'high', 'accuracy', 'classification', 'process', 'total', 'correctly', 'classified', 'obtaining', 'average', 'accuracy', 'researcher', 'concludes', 'system', 'could', 'monitor', 'status', 'airconditioning', 'unit', 'based', 'gathered', 'different', 'sensor', 'keywords', 'monitoring', 'internet', 'thing', 'temperature', 'humidity', 'vibration', 'raspberrypi']"
"['automated', 'course', 'credit', 'csu', 'program']","['automated', 'course', 'credit', 'csu', 'program', 'developed', 'using', 'web', 'technology', 'integrated', 'web', 'server', 'system', 'userfriendly', 'using', 'twitter', 'bootstrap', 'supported', 'html', 'cs', 'javascript', 'webbased', 'system', 'designed', 'developed', 'researcher', 'serve', 'tool', 'used', 'student', 'selfevaluation', 'current', 'standing', 'automatically', 'generate', 'display', 'subject', 'possibly', 'credited', 'degree', 'program', 'well', 'total', 'number', 'semester', 'completion', 'based', 'student', 'entered', 'using', 'laptop', 'system', 'also', 'automatically', 'generate', 'display', 'subject', 'credited', 'course', 'also', 'possible', 'subject', 'substituted', 'student', 'tends', 'shift', 'degree', 'program', 'approval', 'chairperson', 'system', 'efficient', 'student', 'chairperson', 'registrar', 'office', 'keywords', 'webbased', 'bootstrap', 'credit', 'transfer']"
"['automated', 'student', 'archiving', 'system']","['automated', 'student', 'archiving', 'system', 'help', 'student', 'search', 'abstract', 'school', 'year', 'using', 'system', 'student', 'allows', 'search', 'keywords', 'whole', 'system', 'life', 'common', 'web', 'based', 'application', 'implemented', 'php', 'script', 'mysql', 'connection', 'database', 'containing', 'topic', 'subject', 'concept', 'combination', 'informative', 'term', 'usability', 'system', 'acceptable', 'perceived', 'respondent', 'software', 'testing', 'evaluation', 'find', 'useful', 'easy', 'use', 'system', 'implemented', 'help', 'laravel', 'frameworkkeywords', 'web', 'based', 'search', 'engine', 'laravel', 'archiving']"
"['assessment', 'utilization', 'mycsu', 'mobile', 'application']","['csu', 'main', 'campus', 'embracing', 'long', 'enough', 'use', 'mobile', 'device', 'software', 'application', 'called', 'mycsu', 'mobile', 'application', 'recently', 'launched', 'use', 'mobile', 'application', 'enhance', 'student', 'service', 'however', 'utilization', 'said', 'platform', 'truly', 'utilized', 'student', 'thus', 'assessment', 'utilization', 'mycsu', 'mobile', 'application', 'csu', 'great', 'help', 'ass', 'main', 'problem', 'mobile', 'application', 'unutilized', 'student', 'csu', 'ass', 'main', 'problem', 'objective', 'achieve', 'ass', 'utilization', 'said', 'mobile', 'application', 'fist', 'determine', 'following', 'sociodemographic', 'profile', 'respondent', 'number', 'mobile', 'platform', 'respondent', 'number', 'student', 'aware', 'csu', 'mobile', 'application', 'frequency', 'student', 'using', 'csu', 'mobile', 'application', 'perspective', 'student', 'perspective', 'mycsu', 'mobile', 'application', 'come', 'usability', 'design', 'problemerrors', 'possible', 'upgrade', 'recommendation', 'mobile', 'application', 'base', 'gathered', 'key', 'idea', 'student', 'csu', 'lastly', 'objective', 'researcher', 'construct', 'conduct', 'survey', 'questionnaire', 'calculate', 'sample', 'size', 'whole', 'population', 'csu', 'student', 'obtaining', 'level', 'importance', 'agreement', 'satisfaction', 'usage', 'develop', 'decent', 'prototype', 'recommendation', 'student', 'keywords', 'prototype', 'wization', 'sample', 'size', 'sociodemographic', 'seability', 'frequency', 'respondent']"
"['trip', 'advisory', 'booking', 'centre', 'ecotourist', 'spot']","['goverment', 'cgb', 'envisioned', 'model', 'sustainable', 'forestbased', 'economy', 'country', 'thereby', 'giving', 'people', 'highest', 'per', 'caput', 'income', 'growth', 'rate', 'mindanao', 'shore', 'effectively', 'idea', 'provide', 'grand', 'impact', 'humanity', 'innovative', 'marketing', 'strategy', 'essential', 'integrated', 'pointforward', 'initiative', 'towards', 'achieving', 'goal', 'thus', 'exemplifies', 'creation', 'online', 'support', 'showcase', 'defined', 'tourist', 'spot', 'developed', 'system', 'incorporates', 'diverse', 'feature', 'plea', 'visitor', 'potential', 'client', 'engage', 'visit', 'php', 'script', 'bootstrap', 'technology', 'used', 'largely', 'construction', 'trip', 'advisor', 'booking', 'system', 'moreover', 'window', 'apache', 'mysql', 'php', 'xampp', 'server', 'used', 'storage', 'application', 'twitter', 'bootstrap', 'template', 'utilized', 'graphical', 'user', 'interface', 'system', 'keywords', 'trip', 'advisor', 'ecotourist', 'spot', 'booking', 'system']"
"['web', 'based', 'mapping', 'specie', 'distribution', 'csu', 'herbarium']","['collection', 'preserved', 'plant', 'specimen', 'herbarium', 'researcher', 'provide', 'detailed', 'record', 'interesting', 'people', 'basis', 'identifying', 'existing', 'plant', 'area', 'detailed', 'record', 'historical', 'change', 'main', 'goal', 'researcher', 'create', 'dynamic', 'database', 'distribution', 'mapping', 'specimen', 'use', 'tool', 'google', 'fusion', 'table', 'ability', 'upload', 'table', 'spreadsheet', 'csv', 'file', 'kml', 'file', 'supported', 'gi', 'google', 'ft', 'ability', 'produce', 'html', 'code', 'scripting', 'code', 'java', 'graphical', 'user', 'interface', 'gui', 'web', 'based', 'system', 'made', 'programmed', 'php', 'database', 'made', 'mysql', 'give', 'adaptable', 'information', 'researcher', 'permit', 'natural', 'botanical', 'researcher', 'environmental', 'store', 'share', 'others', 'keywords', 'gi', 'google', 'fusion', 'table', 'google', 'api', 'javascript', 'php']"
"['webbased', 'mapping', 'specie', 'distribution', 'csu', 'herbarium']","['collection', 'preserved', 'plant', 'specimen', 'herbarium', 'researcher', 'provide', 'detailed', 'record', 'interesting', 'people', 'basis', 'identifying', 'existing', 'plant', 'area', 'detailed', 'record', 'historical', 'change', 'main', 'goal', 'researcher', 'create', 'dynamic', 'database', 'distribution', 'mapping', 'specimen', 'use', 'tool', 'google', 'fusion', 'table', 'ability', 'upload', 'table', 'spreadsheet', 'csv', 'file', 'kml', 'file', 'supported', 'gi', 'google', 'ft', 'ability', 'produce', 'html', 'code', 'scripting', 'code', 'java', 'graphical', 'user', 'interface', 'gui', 'web', 'based', 'system', 'made', 'programmed', 'php', 'database', 'made', 'mysql', 'give', 'adaptable', 'information', 'researcher', 'permit', 'natural', 'botanical', 'researcher', 'environmental', 'store', 'share', 'others', 'keywords', 'gi', 'google', 'fusion', 'table', 'google', 'api', 'javascript', 'php']"
"['development', 'smart', 'traffic', 'light', 'controller', 'reinforcement', 'learning']","['common', 'way', 'manage', 'road', 'intersection', 'traffic', 'done', 'traffic', 'light', 'existing', 'traffic', 'light', 'intersection', 'controller', 'fixed', 'timing', 'output', 'without', 'considering', 'realtime', 'traffic', 'situation', 'aim', 'develop', 'smart', 'traffic', 'light', 'controller', 'adaptive', 'depending', 'traffic', 'situation', 'order', 'lessen', 'traffic', 'intersection', 'order', 'achieve', 'smart', 'traffic', 'light', 'controller', 'reinforcement', 'learning', 'researcher', 'implement', 'development', 'reinforcement', 'learning', 'rl', 'type', 'machine', 'learning', 'best', 'fit', 'problem', 'learns', 'interacting', 'environment', 'given', 'reward', 'punishment', 'based', 'action', 'paper', 'researcher', 'used', 'two', 'rl', 'namely', 'deep', 'q', 'learningnetwork', 'dqn', 'covariance', 'matrix', 'adaptation', 'evolutionarystrategies', 'cmaes', 'deep', 'neural', 'network', 'architecture', 'implement', 'smart', 'traffic', 'light', 'controller', 'simulated', 'via', 'unity', 'smart', 'traffic', 'light', 'agent', 'tested', 'two', 'test', 'area', 'easy', 'hard', 'level', 'traffic', 'dqn', 'cmaes', 'together', 'fixedtime', 'basis', 'demonstrate', 'advantage', 'using', 'rl', 'fixed', 'time', 'traffic', 'controller', 'yet', 'exhibit', 'different', 'outcome', 'depending', 'different', 'traffic', 'dynamic', 'considered', 'researcher', 'found', 'cmaes', 'better', 'performance', 'smart', 'traffic', 'light', 'controller', 'keywords', 'reinforcement', 'learning', 'machine', 'learning', 'deep', 'qlearning', 'covariance', 'matrix', 'adaptation', 'evolutionarystrategies', 'deep', 'neural', 'network', 'agent']"
"['estimating', 'rock', 'mass', 'strength', 'manila', 'mining', 'corporation', 'using', 'hockbrown', 'failure', 'criterion']","['constant', 'relating', 'stress', 'strain', 'within', 'rock', 'mass', 'important', 'aspect', 'determine', 'promoting', 'safety', 'workplace', 'open', 'pit', 'mine', 'thus', 'aimed', 'properly', 'estimate', 'rock', 'mass', 'strength', 'using', 'generalized', 'hock', 'brown', 'failure', 'criterion', 'equivalent', 'mohr', 'coulomb', 'criterion', 'total', 'eight', 'andesite', 'core', 'sample', 'obtained', 'ms', 'undisturbed', 'rock', 'mass', 'rv', 'disturbed', 'rock', 'mass', 'manila', 'mining', 'corporation', 'four', 'sample', 'location', 'two', 'kept', 'dry', 'one', 'submerged', 'water', 'six', 'hour', 'one', 'submerged', 'water', 'twelve', 'hour', 'sample', 'tested', 'uniaxial', 'compressive', 'strength', 'revealed', 'range', 'mpampa', 'mpampa', 'dry', 'sample', 'ms', 'rv', 'fail', 'respectively', 'wet', 'sample', 'strength', 'rock', 'mass', 'decrease', 'average', 'sample', 'soaked', 'hour', 'twelve', 'expected', 'effect', 'soaking', 'water', 'evident', 'thus', 'criterion', 'provide', 'estimate', 'rock', 'mass', 'strength', 'also', 'strength', 'parameter', 'keywords', 'rock', 'mass', 'strength', 'hoek', 'brown', 'failure', 'criterion', 'manila', 'mining', 'corporation', 'mohr', 'coulomb', 'criterion', 'uniaxial', 'compressive', 'strength']"
"['csu', 'dormitory', 'accomodation', 'information', 'system']","['continual', 'advance', 'technological', 'progress', 'today', 'brought', 'u', 'higher', 'place', 'dreamed', 'one', 'advance', 'use', 'made', 'life', 'easier', 'made', 'many', 'thing', 'possible', 'webbased', 'system', 'application', 'one', 'take', 'place', 'business', 'world', 'many', 'different', 'way', 'software', 'project', 'entitled', 'csu', 'dormitory', 'accommodation', 'information', 'system', 'aim', 'create', 'efficient', 'transaction', 'computerized', 'information', 'system', 'provide', 'better', 'service', 'efficiently', 'handle', 'student', 'employee', 'staff', 'dormitory', 'operation', 'carried', 'manually', 'eventually', 'slow', 'process', 'transaction', 'unreliable', 'information', 'inefficient', 'service', 'reason', 'manual', 'system', 'would', 'created', 'computerbased', 'information', 'system', 'since', 'provide', 'efficient', 'reliable', 'service', 'dormitory', 'operation', 'project', 'dormitory', 'employee', 'allow', 'easily', 'manage', 'said', 'dormitory', 'operation', 'furthermore', 'processing', 'updating', 'record', 'searching', 'retrieving', 'managing', 'faster', 'convenient', 'pave', 'way', 'better', 'quality', 'service']"
"['design', 'implementation', 'supply', 'management', 'system']","['current', 'flow', 'system', 'use', 'supply', 'office', 'manual', 'based', 'requisitioning', 'materialssupplies', 'process', 'process', 'withdrawal', 'inventory', 'process', 'office', 'also', 'problem', 'repository', 'hassle', 'personnel', 'time', 'retrievingscanning', 'needed', 'example', 'inventory', 'process', 'needed', 'previous', 'transaction', 'office', 'made', 'current', 'flow', 'slowly', 'becoming', 'obsolete', 'researcher', 'conducted', 'supply', 'office', 'requisitioning', 'process', 'inventory', 'process', 'conducted', 'month', 'december', 'project', 'developed', 'series', 'interview', 'gathering', 'fact', 'order', 'complete', 'grasp', 'system', 'entitled', 'design', 'implementation', 'supply', 'management', 'system', 'purpose', 'proposed', 'project', 'computerized', 'preparation', 'papersforms', 'needed', 'transaction', 'office', 'requisitioning', 'inventory', 'process', 'user', 'identification', 'corresponding', 'password', 'personnel', 'user', 'use', 'developed', 'system', 'detail', 'transaction', 'stored', 'database', 'safe', 'prepared', 'repository', 'login', 'security', 'program']"
"['telephone', 'asset', 'port', 'monitoring', 'system']","['fluor', 'daniel', 'inc', 'managing', 'telephone', 'asset', 'distributed', 'different', 'office', 'port', 'used', 'communication', 'workstation', 'internet', 'signal', 'office', 'find', 'hard', 'inventory', 'monitoring', 'item', 'specifically', 'one', 'cable', 'break', 'need', 'manually', 'check', 'recorded', 'augment', 'efficient', 'transaction', 'proponent', 'transformed', 'current', 'system', 'form', 'would', 'easier', 'office', 'manage', 'monitoring', 'telephone', 'unit', 'prescribe', 'port', 'proponent', 'utilized', 'various', 'software', 'liked', 'microsoft', 'visual', 'basic', 'microsoft', 'access', 'software', 'central', 'storage', 'existed', 'great', 'role', 'hasten', 'transaction', 'office', 'could', 'initial', 'stage', 'centralized', 'transaction', 'branch', 'keywords', 'port', 'asset', 'visual', 'basic', 'm', 'access']"
"['aggregation', 'nonsyndicated', 'content', 'distributed', 'environment']","['huge', 'amount', 'information', 'web', 'driving', 'motivation', 'syndicate', 'content', 'internet', 'syndication', 'specification', 'emerged', 'r', 'standardize', 'aggregation', 'content', 'however', 'even', 'advent', 'r', 'technology', 'website', 'dont', 'syndication', 'mechanism', 'underlying', 'technical', 'reason', 'focused', 'aggregation', 'non', 'syndicated', 'content', 'using', 'containerbased', 'experimental', 'investigation', 'nonsyndicated', 'website', 'employed', 'check', 'validate', 'content', 'container', 'container', 'structure', 'analyzed', 'develop', 'algorithm', 'container', 'identity', 'extraction', 'proof', 'concept', 'implemented', 'using', 'xpath', 'jquery']"
"['automated', 'leave', 'accrual', 'system']","['human', 'resource', 'management', 'office', 'hrmo', 'sole', 'entity', 'institution', 'accountable', 'calculation', 'employee', 'staff', 'leave', 'accrual', 'date', 'office', 'using', 'manual', 'calculating', 'employee', 'staff', 'leave', 'accrual', 'tedious', 'work', 'computation', 'manipulation', 'since', 'current', 'system', 'manually', 'done', 'much', 'prone', 'human', 'error', 'manipulation', 'storing', 'retrieving', 'file', 'would', 'surely', 'entail', 'time', 'done', 'paperbased', 'manner', 'analyzing', 'set', 'resource', 'come', 'non', 'conflicting', 'easy', 'thing', 'researcher', 'conducted', 'sequence', 'interview', 'gathering', 'fact', 'order', 'attain', 'good', 'understanding', 'regard', 'resolve', 'problem', 'researcher', 'developed', 'webbased', 'automated', 'system', 'entitled', 'automated', 'leave', 'accrual', 'system', 'nalas', 'function', 'generate', 'computerbased', 'mean', 'calculating', 'leave', 'accrual', 'leave', 'related', 'function', 'essential', 'institution', 'since', 'quicker', 'currently', 'used', 'manual', 'leave', 'accrual', 'system', 'aim', 'totally', 'minimize', 'human', 'error', 'calculating', 'employee', 'staff', 'leave', 'accrual', 'leave', 'related', 'function', 'manipulating', 'would', 'insure', 'fewer', 'work', 'would', 'entail', 'le', 'time', 'relaying', 'report', 'manipulating']"
"['ict', 'platform', 'agricultural', 'market', 'intensification', 'farmer', 'empowerment', 'region']","['ict', 'platform', 'agricultural', 'market', 'intensification', 'system', 'used', 'website', 'seek', 'help', 'farmer', 'around', 'region', 'general', 'proponent', 'pointed', 'declination', 'agricultural', 'value', 'within', 'region', 'platform', 'farmer', 'reach', 'agency', 'investor', 'order', 'apply', 'funding', 'inefficient', 'strategy', 'farmer', 'marketing', 'agricultural', 'product', 'system', 'entitled', 'ict', 'platform', 'agricultural', 'market', 'intensification', 'farmer', 'empowerment', 'region', 'provide', 'webbased', 'platform', 'help', 'farmer', 'engage', 'updated', 'current', 'training', 'seminar', 'possible', 'funding', 'local', 'agency', 'dticaraga', 'dacaraga', 'provide', 'webbased', 'platform', 'farmer', 'buyer', 'farmer', 'region', 'easily', 'connect', 'customer', 'department', 'agriculture', 'department', 'trade', 'industry', 'easily', 'identity', 'number', 'registered', 'farmer', 'different', 'municipality', 'training', 'enlistment', 'funding', 'lastly', 'buyer', 'easier', 'medium', 'buying', 'desired', 'agricultural', 'product', 'keywords', 'agriculture', 'farmer', 'market', 'ecommerce']"
"['design', 'development', 'ecommerce', 'platform', 'supporting', 'zerowaste', 'advocacy', 'philippine']","['idea', 'business', 'technology', 'known', 'ecommerce', 'famous', 'nowadays', 'people', 'using', 'part', 'daily', 'life', 'system', 'entitled', 'design', 'development', 'ecommerce', 'platform', 'supporting', 'zerowaste', 'advocacy', 'philippine', 'provide', 'webbased', 'system', 'focus', 'solid', 'waste', 'business', 'aspect', 'includes', 'making', 'avenue', 'producer', 'seller', 'valuable', 'product', 'waste', 'waste', 'material', 'buyer', 'meet', 'halfway', 'thereby', 'contributing', 'mitigation', 'electronic', 'waste', 'philippine', 'researcher', 'use', 'laravel', 'framework', 'angular', 'j', 'also', 'new', 'feature', 'seller', 'side', 'registration', 'optical', 'character', 'recognition', 'ocr', 'system', 'functionality', 'check', 'verifies', 'seller', 'registered', 'seller', 'uploading', 'image', 'dti', 'business', 'name', 'certificate', 'system', 'use', 'tesseract', 'ocr', 'app', 'wherein', 'read', 'every', 'text', 'submitted', 'image', 'also', 'every', 'time', 'buyer', 'purchase', 'product', 'system', 'automatically', 'notify', 'sm', 'seller', 'said', 'product', 'using', 'semaphore', 'api', 'api', 'sending', 'sm', 'keywords', 'ecommerce', 'platform', 'semaphore', 'api', 'tesseract', 'ocr', 'app', 'laravel', 'framework']"
"['agricultural', 'training', 'institute', 'information', 'management', 'system', 'atiims']","['information', 'management', 'system', 'agriculture', 'training', 'institute', 'ati', 'developed', 'support', 'process', 'ati', 'specifically', 'educating', 'farmer', 'agriculturist', 'promoting', 'accelerating', 'rural', 'development', 'feature', 'developed', 'system', 'includes', 'functional', 'database', 'registration', 'reservation', 'online', 'training', 'evaluation', 'sale', 'monitoring', 'iterative', 'life', 'cycle', 'model', 'used', 'methodology', 'consists', 'gathering', 'b', 'analysis', 'cdesign', 'implementation', 'ande', 'testing', 'application', 'like', 'php', 'sublime', 'text', 'xampp', 'used', 'develop', 'system', 'evaluated', 'term', 'usefulness', 'ease', 'use', 'ease', 'learning', 'satisfactory', 'seventy', 'five', 'percent', 'respondent', 'strongly', 'agree', 'information', 'management', 'system', 'great', 'help', 'ati', 'keywords', 'iterative', 'model', 'monitoring', 'online', 'evaluation', 'reservation', 'information', 'management']"
"['dticaraga', 'business', 'name', 'inquiry', 'application', 'using', 'sm']","['internet', 'opened', 'new', 'avenue', 'public', 'communication', 'even', 'customer', 'service', 'however', 'remains', 'doubt', 'capability', 'opportunity', 'new', 'technology', 'utilized', 'full', 'extent', 'process', 'made', 'faster', 'new', 'communication', 'medium', 'one', 'simplify', 'sm', 'system', 'also', 'brought', 'many', 'benefit', 'however', 'feel', 'potential', 'still', 'far', 'exhausted', 'effort', 'implementing', 'system', 'effectively', 'initiated', 'project', 'planning', 'putting', 'business', 'first', 'thing', 'consider', 'choose', 'right', 'name', 'however', 'community', 'swarmed', 'business', 'institution', 'cloud', 'opportunity', 'sole', 'ownership', 'specific', 'name', 'brand', 'searching', 'name', 'already', 'exists', 'take', 'time', 'effort', 'several', 'local', 'agency', 'found', 'sm', 'useful', 'tool', 'communicate', 'citizen', 'thats', 'come', 'aspiring', 'trader', 'main', 'beneficiary', 'advancement', 'mobile', 'phone', 'held', 'indispensable', 'tool', 'communication', 'nowadays', 'vessel', 'accomplish', 'project', 'high', 'accessibility', 'people', 'system', 'one', 'immediately', 'inquire', 'business', 'name', 'already', 'taken', 'untoward', 'consequence', 'later', 'process']"
"['decision', 'support', 'system', 'webbased', 'regional', 'development', 'indicator', 'rdi', 'region']","['lack', 'centralized', 'system', 'captured', 'analyzed', 'development', 'indicator', 'region', 'lead', 'difficult', 'way', 'measuring', 'identifying', 'degree', 'progress', 'fill', 'said', 'deficit', 'illustrated', 'development', 'webbased', 'decision', 'support', 'system', 'provided', 'model', 'forecasted', 'future', 'value', 'across', 'different', 'regional', 'development', 'indicator', 'control', 'purpose', 'used', 'time', 'series', 'analysis', 'via', 'box', 'jenkins', 'univariate', 'codeigniter', 'php', 'framework', 'used', 'overall', 'processing', 'visualization', 'like', 'chart', 'map', 'presented', 'google', 'fusion', 'table', 'highchart', 'application', 'moreover', 'wamp', 'server', 'used', 'storage', 'application', 'twitter', 'bootstrap', 'liquid', 'template', 'utilized', 'graphical', 'user', 'interface', 'system', 'observed', 'designed', 'system', 'functioned', 'high', 'effectiveness', 'efficiency', 'accuracy', 'evidenced', 'high', 'usability', 'actual', 'software', 'testing', 'conducted', 'keywords', 'regional', 'development', 'indicator', 'time', 'series', 'analysis', 'univariate', 'box', 'jenkins', 'codeigniter', 'twitter', 'bootstrap', 'google', 'fusion', 'table', 'highcharts']"
"['automation', 'entrepreneur', 'identifier']","['lack', 'automation', 'entrepreneurial', 'competency', 'identifier', 'examination', 'department', 'trade', 'industry', 'lead', 'slow', 'difficult', 'improvement', 'process', 'administering', 'examination', 'order', 'comply', 'deficiency', 'illustrates', 'development', 'expert', 'system', 'utilizes', 'examination', 'one', 'automatically', 'us', 'formula', 'provided', 'order', 'give', 'user', 'system', 'also', 'store', 'exam', 'database', 'accessed', 'authorized', 'personnel', 'javascript', 'used', 'order', 'generate', 'visualization', 'system', 'including', 'chart', 'moreover', 'xampp', 'server', 'used', 'storage', 'application', 'twitter', 'bootstrap', 'frontend', 'framework', 'utilized', 'graphical', 'user', 'interface', 'system', 'observed', 'designed', 'system', 'functioned', 'effectively', 'evidenced', 'system', 'testing', 'conducted', 'keywords', 'entrepreneurial', 'competency', 'identifier', 'javascript', 'twitter', 'bootstrap', 'xampp', 'pec', 'self', 'rating']"
"['rosario', 'chinese', 'seafood', 'restaurant', 'androidbased', 'management']","['main', 'goal', 'proposed', 'system', 'rosario', 'chinese', 'seafood', 'restaurant', 'androidbased', 'management', 'system', 'design', 'let', 'customer', 'take', 'order', 'reservation', 'area', 'self', 'billing', 'assist', 'calculates', 'total', 'sale', 'restaurant', 'day', 'week', 'month', 'system', 'allows', 'customer', 'order', 'without', 'calling', 'waiter', 'customer', 'enter', 'restaurant', 'go', 'counter', 'make', 'order', 'reservation', 'area', 'ceder', 'customer', 'select', 'food', 'order', 'reservation', 'area', 'customer', 'input', 'reservation', 'detail', 'tablet', 'provide', 'choice', 'transaction', 'executes', 'customer', 'tablet', 'linked', 'cashier', 'section', 'order', 'reservation', 'transaction', 'executes', 'customer', 'tablet', 'send', 'cashier', 'verification', 'transaction', 'print', 'customer', 'note', 'paying', 'bill', 'cashier', 'print', 'original', 'receipt', 'cashier', 'also', 'linked', 'kitchen', 'display', 'sending', 'customer', 'food', 'order', 'prepare', 'chef', 'sum', 'three', 'system', 'module', 'interrelated', 'help', 'restaurant', 'attaining', 'goal', 'effective', 'management', 'satisfaction', 'service', 'keywords', 'ordering', 'hall', 'reservation', 'android', 'technology']"
"['webbased', 'gi', 'pavement', 'management', 'system', 'province', 'agusan', 'del', 'norte']","['main', 'objective', 'system', 'use', 'open', 'source', 'software', 'tool', 'inform', 'public', 'road', 'information', 'road', 'condition', 'cost', 'duration', 'location', 'ongoing', 'construction', 'maintenance', 'activity', 'different', 'area', 'agusan', 'del', 'norte', 'researcher', 'conducted', 'software', 'presentation', 'particularly', 'traveler', 'presentation', 'questionnaire', 'given', 'ass', 'software', 'term', 'three', 'aspect', 'usefulness', 'satisfaction', 'efficiency', 'analyze', 'taken', 'weighted', 'mean', 'order', 'view', 'perception', 'user', 'system', 'fifty', 'respondent', 'software', 'presentation', 'overall', 'grand', 'mean', 'equal', 'strongly', 'agree', 'improvement', 'system', 'also', 'understandable', 'every', 'viewer', 'map', 'show', 'picture', 'road', 'certain', 'place', 'also', 'essential', 'plot', 'road', 'section', 'future', 'researcher', 'order', 'complete', 'pavement', 'management', 'system', 'province', 'agusan', 'del', 'norte', 'keywords', 'webgils', 'pavement', 'management', 'system', 'geoserver']"
"['customer', 'advisor', 'one', 'town', 'one', 'product', 'otop', 'product']","['major', 'source', 'livelihood', 'income', 'production', 'reproduction', 'selling', 'agricultural', 'product', 'market', 'buyer', 'perspective', 'searching', 'preferred', 'product', 'time', 'consuming', 'since', 'would', 'normally', 'ask', 'sale', 'person', 'spend', 'time', 'know', 'product', 'survey', 'relevant', 'product', 'information', 'comparison', 'hand', 'vendor', 'seller', 'display', 'product', 'market', 'apart', 'used', 'promote', 'product', 'way', 'tv', 'ad', 'radio', 'newspaper', 'etc', 'target', 'market', 'limit', 'within', 'local', 'area', 'manifestation', 'oldfashioned', 'way', 'advertising', 'product', 'public', 'concerning', 'problem', 'obviously', 'needed', 'establish', 'customer', 'advisor', 'facilitate', 'comparing', 'selecting', 'product', 'context', 'e', 'market', 'advisor', 'would', 'recommend', 'certain', 'customer', 'choosing', 'appropriate', 'product', 'based', 'variety', 'name', 'price', 'range', 'location', 'product', 'found']"
"['csu', 'library', 'book', 'classification', 'using', 'mining']","['manual', 'classification', 'book', 'class', 'number', 'csu', 'library', 'us', 'dewey', 'decimal', 'classification', 'intention', 'somehow', 'automate', 'process', 'classifying', 'book', 'class', 'number', 'process', 'involves', 'use', 'knowledge', 'discovery', 'database', 'composed', 'five', 'step', 'selection', 'preprocessing', 'transformation', 'mining', 'interpretation', 'focus', 'core', 'step', 'whole', 'mining', 'mining', 'used', 'due', 'absence', 'rule', 'automatically', 'classify', 'book', 'book', 'title', 'preprocessed', 'resulting', 'tokenized', 'implemented', 'microsoft', 'visual', 'basic', 'environment', 'stored', 'postgresql', 'database', 'server', 'preprocessing', 'transformed', 'using', 'postgresql', 'crosstab', 'function', 'mining', 'took', 'place', 'mining', 'phase', 'rosetta', 'software', 'rough', 'set', 'toolkit', 'used', 'generate', 'rule', 'undergone', 'preprocessing', 'transformation', 'fed', 'rosetta', 'software', 'creating', 'structured', 'form', 'containing', 'set', 'split', 'training', 'set', 'test', 'set', 'applied', 'experiment', 'formulated', 'rule', 'implemented', 'prolog', 'programming', 'language', 'work', 'also', 'us', 'microsoft', 'visual', 'basic', 'graphical', 'user', 'interface', 'enables', 'user', 'interact', 'system']"
