Title,Abstract
AGGREGATION OF NON-SYNDICATED CONTENT IN A DISTRIBUTED ENVIRONMENT,"The huge amount of information in the web was the driving motivation to syndicate content over the internet. Syndication specification emerged such as RSS 0.9, 1.0 and 2.0 to standardize the aggregation of content. However, even with the advent of RSS technology, there are websites that don't have syndication mechanism because of some underlying technical reason. This study focused on aggregation of non- syndicated content using container-based approach. An experimental investigation of non-syndicated website was employed to check and validate content containers. The container structure is analyzed to develop an algorithm for container identity extraction. The proof of concept is implemented using XPATH and Jquery."
NORMISIST AUTOMATED LEAVE ACCRUAL SYSTEM,"The Human Resource Management Office (HRMO) is the sole entity of the institution which is accountable for the calculation of employees or staffs leave accrual. To date, the office is using manual method in calculating employees or staffs leave accrual. It is a tedious work of computation and data manipulation. Since the current system is manually done, then it is very much prone to human errors, and that the data manipulation such as the storing and retrieving of files would surely entails more time for it is done in a paper-based manner. As it is, analyzing a set of resources to come up with a non- conflicting data is not an easy thing to do. The researchers conducted a sequence of interviews, data gathering and fact finding in order to attain a good understanding with regards to the study. To resolve those problems, the researchers developed the web-based and automated system entitled ""NORMISIST Automated Leave Accrual System (NALAS)"", functions. to generate a computer-based means of calculating leave accrual and other leave related functions. It is essential in the institution since it is quicker than that of the currently used Manual Leave Accrual System. It's aim is to totally, if not minimize human errors in calculating employees or staffs leave accrual and other leave related functions which manipulating data. would insure fewer work and would entail less time in relaying reports and in manipulating data."
ICT PLATFORM FOR AGRICULTURAL MARKET INTENSIFICATION A FARMER EMPOWERMENT OF CARAGA REGION,"The ICT Platform for Agricultural Market Intensification is a systems that can be used on website. This seeks to help the farmers around Caraga Region. In general, the proponents have pointed out that there is a declination of agricultural value within the region, no platform for the farmers to reach out the government agencies and investors in order to apply for funding and inefficient strategy of the farmers in marketing agricultural products. The system which entitled ""ICT PLATFORM FOR AGRICULTURAL MARKET INTENSIFICATION: A FARMERS EMPOWERMENT OF CARAGA REGION"" is to provide a web-based platform that will help the farmers to engage and be updated with the current trainings, seminars and possible funding of the local government agencies such as DTI-CARAGA and DA-CARAGA and to provide a web-based platform for farmers and its buyers. Through this study the farmers of the region can easily connect to their customers, the Department of Agriculture and Department of Trade and Industry will easily identity number of registered farmers in the different municipalities for training enlistments and funding. Lastly, buyers will have an easier medium in buying the desired agricultural products Keywords: Agriculture, Farmer, Market, E-commerce"
DESIGN AND DEVELOPMENT OF AN E-COMMERCE PLATFORM SUPPORTING ZERO-WASTE ADVOCACY IN THE PHILIPPINES,"The idea of business and technology which is known as the E-commerce is very famous nowadays. People are using this as part of their daily life. The system which entitled ""DESIGN AND DEVELOPMENT AN E-COMMERCE PLATFORM SUPPORTING ZERO-WASTE ADVOCACY IN THE PHILIPPINES"" is to provide a web-based system that will focus on the solid wastes business aspects, that includes making an avenue for the producers or sellers of valuable products from waste and waste materials to its buyers to meet a halfway thereby contributing to the mitigation of electronic waste in the Philippines. the researchers use Laravel Framework and Angular JS, also the new feature on the seller side registration with an optical character recognition OCR the system have the functionality where it checks and verifies if a seller is a registered seller by uploading an image of their DTI Business Name Certificate to do this the system will use the Tesseract OCR app wherein it reads every text in the submitted image, and also every time a buyer purchase a product the system will automatically notify through SMS the seller of the said product by using Semaphore API which is an API for sending SMS. Keywords: E-commerce Platform, Semaphore API, Tesseract OCR app, Laravel Framework"
AGRICULTURAL TRAINING INSTITUTE INFORMATION MANAGEMENT SYSTEM (ATIIMS),"The Information Management System for Agriculture Training Institute (ATI) was developed to support the processes of ATI specifically on educating farmers and agriculturists in promoting and accelerating rural development. Features of the developed system includes functional database, registration and reservation, online training evaluation and sales monitoring. Iterative life cycle model was used as methodology which consists of (a) data gathering; (b) data analysis; (c)design; (d) implementation; and(e) testing. Applications like PHP, Sublime text and Xampp were used to develop the system. It was evaluated in terms of usefulness, ease of use, ease of learning, and satisfactory. Seventy five percent of 30 respondents strongly agree that the Information Management System is of great help to ATI. Keywords: iterative Model, monitoring, online evaluation, reservation, information management."
DTI-CARAGA BUSINESS NAME INQUIRY APPLICATION USING SMS,"The Internet has opened new avenues for public communication, even for customer services. However, there remains the doubt that not all capabilities and opportunities of the new technology are utilized to the full extent. Processes can be made faster with the new communication media, but one should simplify them. In our case the SMS system has also brought many benefits. However, we feel that its potential is still far from being exhausted. Further efforts in implementing the system effectively are initiated in this project. In planning of putting up a business, the first thing you consider is to choose the right name. However the community is swarmed with businesses and institutions with which will cloud your opportunity to have sole ownership of a specific name or brand. Searching if the name already exists, takes time and effort. Several local government agencies have found SMS a useful tool to communicate with citizens, that's why we come up with this study, which aspiring traders are the main beneficiary of this advancement. Mobile phones are held an indispensable tool for communication nowadays and our vessel to accomplish this project because of its high accessibility to people. Because of this system one can immediately inquire for a business name that has already been taken so that there will be no untoward consequences later in the process."
A DECISION SUPPORT SYSTEM ON A WEB-BASED REGIONAL DEVELOPMENT INDICATOR (RDI) IN CARAGA REGION,"The lack of a centralized system that captured and analyzed development indicator data in Caraga region leads to a difficult way of measuring and identifying the degree of its progress. To fill in the said deficit, this study illustrated the development of a web-based decision support system that provided a model which forecasted future values across different Regional Development Indicators for control purposes that used Time Series Analysis via Box and Jenkins Univariate method. Codeigniter Php Framework was used for overall processing while visualizations like charts and maps were presented through Google Fusion Table and Highchart applications. Moreover, WAMP server was used for data storage and application for twitter bootstrap liquid template was utilized for graphical user interface of the system. It was observed that the designed system functioned with a very high effectiveness, efficiency and accuracy as evidenced by the very high usability result when actual software testing was conducted. Keywords: Regional Development Indicator, Time Series Analysis, Uni-variate Box and Jenkins, Codeigniter, Twitter Bootstrap, Google Fusion Table, Highcharts."
AUTOMATION FOR ENTREPRENEUR IDENTIFIER,"The lack of automation for the entrepreneurial competency identifier examination of the Department of Trade and Industry leads to slow and difficult improvement in the process of administering the examination. In order to comply this deficiency, this study illustrates the development of an expert system that utilizes the data from the examination, one which automatically uses the formula provided in order to give results to the user. The system also stores the result of the exam into a database which can only be accessed by authorized personnel. JavaScript was used in order to generate visualizations for the system, including the chart of the result. Moreover, XAMPP server was used for data storage and application for Twitter Bootstrap front-end framework was utilized for the graphical user interface of the system. It was observed that the designed system functioned very effectively as evidenced by the result when the system testing was conducted. Keywords: Entrepreneurial Competency Identifier, JavaScript, Twitter Bootstrap, XAMPP, PEC Self Rating."
ROSARIO'S CHINESE SEAFOOD RESTAURANT ANDROID-BASED MANAGEMENT,"The main goal of the proposed system Rosario's Chinese Seafood Restaurant Android-Based Management System Design, is to let customer take their order or reservation of area in their own selves. The billing will assist in calculates the total sale of the restaurant for a day, week and month. The system will allows the customer order without any calling of waiter. Once the customer enter restaurant will go to the counter and make order or reservation of area. For ceder customer will select food order and as for reservation of area customer will input reservation details, in which the tablet will provide the choice transaction to be executes by the customer. Tablet is linked to the cashier section, the order or reservation transaction executes by the customer in the tablet will be send to cashier for the verification of transaction and will then print a customer note. In paying the bill, cashier will print again an original receipt Cashier is also linked to the kitchen display for sending the customer food order to be prepare by the chef. To sum it up, the three system modules are interrelated to help the restaurant in attaining the goals in having an effective management with satisfaction services. Keywords: Ordering, Hall reservation, Android Technology"
WEB-BASED GIS PAVEMENT MANAGEMENT SYSTEM FOR PROVINCE OF AGUSAN DEL NORTE,"The main objective of the system is to use open source software and tools which can inform the public about road information such as road condition; the cost, duration, location of on-going construction and maintenance activities in different areas of Agusan del Norte. The researchers conducted a software presentation particularly to the travelers. After the presentation a questionnaire had been given to them to assess the software in terms of three (3) aspects: [1] Usefulness [2] Satisfaction and [3] Efficiency. These 3 were analyze and taken the weighted mean in order to view the perception of the user to the system and its data. There were fifty (50) respondents in the software presentation. The overall result which is the Grand Mean is equal 3.65 (Strongly Agree). For further improvement of the system it is also more understandable for every viewer if the map will show pictures of the roads of a certain place and it is also essential to plot other road sections for the future researchers in order to complete the Pavement Management System for Province of Agusan del Norte. Keywords: WebGils, Pavement Management System, Geoserver"
CUSTOMER ADVISOR ON ONE TOWN ONE PRODUCT (OTOP) PRODUCTS IN CARAGA,"The major source of livelihood and income in CARAGA is from production and reproduction and selling of agricultural products in the market. From the buyer's perspective, searching for a preferred product is time consuming since you would normally ask to the sales person and have to spend more and more time to know about the products and to survey the relevant product information for further comparison. On the other hand, the vendors or sellers display their products in the market and apart from that they used to promote their products by way of T.V. Ads, Radio, Newspapers and etc., in which the target market is only limit within the local area. This is a manifestation of an old-fashioned way of advertising product in the public.	Concerning the problem above, CARAGA obviously needed to establish a Customer Advisor that facilitate comparing and selecting products in the context of e- markets. An advisor that would recommend to a certain customer in choosing the appropriate products based on variety name, price range and location to where product can be found."
CSU LIBRARY BOOK CLASSIFICATION USING DATA MINING,"The manual classification of book class number in CSU Library uses the Dewey Decimal Classification. The intention of this study is somehow, to automate the process of classifying book class number. The process involves the use of Knowledge Discovery in Databases which is composed of five steps: selection, preprocessing, transformation, data mining and interpretation, as for this study the focus was on the core step of the whole procedure which is Data Mining. Data Mining was used due to the absence of rules to automatically classify books. The book titles were preprocessed resulting to a tokenized data which was implemented in Microsoft Visual Basic Environment and stored to POSTGRESQL 8.2 database server. After preprocessing, the data were transformed using POSTGRESQL crosstab function, and then data mining took place. In the Data Mining phase, Rosetta Software a Rough Set Toolkit was used to generate rules. After the data had undergone preprocessing and transformation it was fed in to Rosetta Software, creating a structured form containing a data set which is split into 70% training set and 30% test set which was applied to all experiments. The formulated rules were then implemented to Prolog Programming Language. This work also uses Microsoft Visual Basic, for the Graphical User Interface, which enables the user to interact with the systems."
MOBILE APPLICATION ON CSU INTRAMURALS AND LEAGUE OF CAMPUS ORGANIZATION DAYS INFORMATION SYSTEM,"The Mobile Application on CSU Intramurals and League of Campus Organization Days Information System is develop by using the web technologies integrated to web server. The Application was adapt as an android app using Phonegap Build which developer can create an application by only web-development languages like, HTML, CSS and Javascript and also produce applications for all popular mobile OS platforms (Android, iOS, and Windows etc.). The Mobile Application was design and developed by the researcher of the project that will serve as a tool that will be used by the University Student Council to reach out a concern student of the university to be updated on the curricular activity using their smartphone. Aside from organizing the curricular activity, the developer made a map for the activity that will guide students to locate the particular location of the event. The map was uploaded and customized to Arc-GIS online. Keywords: Mobile Application, Phonegap, Bootstrap, Ajax, Arc-GIS."
ACADEMIC PORTFOLIO: A WEB APPLICATION FRAMEWORK FOR AGGREGATING HEIs PROFILE,"The National Office of Commission on Higher Education (CHED) requires Higher Education Institutions (HEI) to submit their profile and other pertinent documents for normative financing through the CHED Regional Office. The data gathering is extremely work intensive and time consuming because of manual conversion to the specified format from CHED. This research is designed to facilitate the gathering and submission of documents to CHED by introducing a data exchange format called Academic Profile (AP) to fast track the collection of information from HEIs. The AP is designed based on XML, and accessible using RESTful services in the Internet. This XML format bridge the gap between the legacy system and the reporting requirement of other institution by providing a common data structure which can manipulated by different system. A web application framework is also introduced to demonstrate the concept of aggregation of HEls profile from different geographical location. Keywords: Web Application Framework, XML( eXtensible Mark-up Language), RESTful Web Services, Content Aggregation."
A DESIGN ON DECISION SUPPORT SYSTEM ON MORBIDITY RATE ONN DEPARTMENT OF HEALTH IN CARAGA REGION,"The need of an automated system that caters and analyze the transaction process and morbidity rate data of Department of Health in Caraga Region that leads to tricky measurement of analysis and identifying the data in the region, in each province and most especially in each hospital in the community. To note all hospitals are manually operated, this study illustrates the creation of a design in decision support system on morbidity rate on Department of Health in Caraga Region. This system provides a fast processing of data, computation of morbidity rate in each sickness in each hospital, provinces, and region. In this study we use Cloud Computing and Google Fusion Table for the data access, graphs, tables, and maps of each province. The system functions effectively fast, and efficiently. With the use of the software that are in the system accessing and analyzing data on morbidity rate as well as creating a decision for the stability of the hospital and medication need and facilities are all in. Keywords: Morbidity Rate, Decision Support System, Computation, Cloud Computing, Google Fusion Table."
NORMISIST DOCUMENT FILING AND TRACKING INFORMATION SYSTEM,"The Office of the President in NOPSIST generde valdly of offerent dica comments such as Memorandum and Special Or which we aditionally fied scording to to subject matter, Unfortunately, such car schemes are problematic and often lead to ambiguity in document storage and This system addresses an alternative document filing and tracking information system to provide confidential and automated records keeping system. The system does not only speed-up the transaction but it also gives the President's Office a more secured system. Security password were done with encryption to avoid illegal entry of unauthorized individual. For this reason, the manual system needs transformation into a computer- based system. The system needs to be computerized to provide fast and reliable services. Moreover, with computer based system searching, updating documents, data processing and facilitating and tracking of information becomes faster and more convenient"
AN INTELLIGENT VISION-BASED APPROAVH FOR MOTORCYLIST HELMET DETECTION USING YOLO-V5,"The on-going motorization of traffic has resulted in a steady rise in the number of road-related deaths and injuries worldwide, Governments are working on ensuring safe and law-abiding traffic conduct to combat this. However, there is a deficiency of comprehensive data on the safety-critical behavioral metric of motorcycle helmet wear, particularly in developing countries like the Philippines where motorcycles are the primary mode of transportation. Due to a lack of data, focused enforcement and education initiatives, which are critical for injury prevention, are not possible. As a result, we used the Yolovs technique to construct an algorithm for the automatic registration of motorcycle helmet wear from video data. Based on 5,008 annotated frames of video data, collected at the Caraga State University overpass, we trained our algorithm to detect helmeted and unhelmet motorcycle riders, as well as count them after passing the green line (serves as the counting tool). An analysis of the algorithm’s accuracy on an annotated test data set, and a comparison to available human-registered helmet use data reveal a high accuracy of our approach. Our algorithm registers helmeted and unhelmet rider use rates with helmet detection was met with high accuracy, ranging from 77.1% to 85.7%, while the motorcycle with no helmet had an accuracy of 62.3% to 84.7% compared to a human observer. The higher the datasets gathered and with a proper annotation the higher the accuracy it gets."
DESIGN AND DEVELOPMENT OF A STATIONARY PEST INFESTATION MONITORING DEVICE FOR RICE INSECT PESTS USING CONVOLUTIONAL NEURAL NETWORK AND RASPBERRY PI,"The overall purpose of this study is to design and develop a model that can detect and classify adult flying-stage insects for monitoring purposes using Convolutional Neural Network and Raspberry Pi, since the main problem of the study includes the decrease of the rice production cause by destructive pest in the rice plants and lack of monitoring device that can automatically detect and classify pest. Specifically, it also seeks solutions to the farmer's core problems such as farmers are still using traditional monitoring and counting system for rice plants in terms of destructive pest intruders, there is no existing monitoring device especially here in Butuan City that can detect and classify insect's pest automatically and the Stationary Pest Infestation using Convolutional Neural Network and Raspberry Pi is not yet tested. The other intention of this study is somehow, to automate the process of insect pests monitoring. The process involves data acquisition, labelling, training, trained CNN model, object detection and classification until the last part which is stored data in JSON format. It is being concluded, that by using raspberry pi for data gathering is good despite of its credit card-sized and small RAM capacity, it still performs well in detecting and classifying insects in real time scenario. Furthermore, there is a difficulty in the tensorflow version and installing libraries because of the updated tensorflow version, the researchers need to install the old version of tensorflow in This study has shown that using SSD_Mobilenet_Ver1_coco_2017_11_17 model, has performed well on initial tests in detection and classification of rice adult-flying insects. Keywords: Convolutional Neural Network (CNN), Single Shot Detector SSD, Mobilenet Classifier, Tensorflow Application Programming Interface (Tensorflow API), JavaScript Object Notation (JSON), Raspberry Pi 3 model b+ with pi camera version."
LOCATION BROADCASTING USING MOBILE PUSH TECHNOLOGY,"The pace of change brought by new technologies has had a significant effect on the way people live, work and even play worldwide. New and emerging technologies such as mobile devices now has becoming part of the daily routine of every human being as their aid or even assistant in whatever things they wish they would do. In a progressing country like Philippines, most likely in one of its highly-urbanized city, Butuan, commuters always have uncertainties on their travel especially the buses. In the daily operation of public transport systems, mainly of buses, the movement of vehicles is affected by different uncertain conditions as the day progresses, such as traffic, congestion, unexpected delays, and randomness in passenger demand, irregular vehicle-dispatching times, and incidents. Location Broadcasting using Mobile Push Technology Mobile Application uses a variety of technologies to track the location of buses at a certain point or station and uses this information to commuters for possible predictions of bus arrivals, route schedule and status of the bus, making time efficient for the riding public to reach the bus stop just before the bus arrives or take an alternate means of transport if the bus is delayed. When properly and appropriately implemented, this can provide competitive enhancement to any transport companies and greater benefits for the community which in turn reduces traffic and pollution. Keyword: Mobile Technology, Location broadcasting, Push Technology"
NORMISIST CLINIC INFORMATION SYSTEM (NCIS),"The persistence of technological progress today has brought us to higher places specifically through the use of computers. It has made much of common life easier and made many things possible. Web-based system application is one of this, which takes place into the business world in different proceedings. This software project entitled ""NORMISIST Clinic Information System"" information of the patient. aims to create efficient transactions and to reduce time in recording patient's information. As of now, the school clinic consumes much time in listing the information of the patient. For this reason, the manual system would be recreated into a computer will pave way to a better quality of student services in the Institute. based information system since this would make the clinic's work efficient which will pave way to a better quality of student services I the institute."
MEDICAL SUPPLIES INVENTORY DISTRIBUTION SYSTEM FOR PNP HOSPITAL,"The Pharmacy of PNP Regional XIII Health Service Hospital uses traditional way in doing the inventory of medical supplies and equipment. Where in performing daily transactions, paper and pen were used in recording in and out of the supplies. Thus, results to poor inventory management where product availability and monitoring are deemed necessary in response to PNP working environment. The Medical Supplies Inventory System for PNP Hospital is designed to help the PNP Hospital improve staffs work efficiency by computerizing parts of their business process. With this automation, inventory and monitoring of medicines or products will be done properly and can cope with the high demand of   PNP. Keywords: Information System, Inventory, Inventory System, Laravel, PostgreSQL"
"DESIGN, FABRICATION AND PERFORMANCE EVALUATION OF SAGO (METROXYLON SAGU ROTTB.) STARCH EXTRACTOR","The Philippines has now the potential of sago palm but up to present time's sago starch production and utilization were very low compared to its potential. The users were dependent to traditional method of extraction in which very inefficient and time consuming. This study was conducted to evaluate the performance capacity of the mechanical sago starch extractor. Generally, it aimed to design, fabricate and evaluate the performance focusing on the effect of the application of different ratios of water added in the pith to separate the starch. The extractor had a mixing and auger blades for easier extraction. There were tree (3) treatments examined in the experiment such as 5 kg of rasped pith and 5 L of water, 5 kg of rasped pith and 10 L of water; and 5 kg of rasped pith and 15 L of water using the same speed at 323 rpm. The performance evaluation was laid out by measuring the input capacity, starch recovery, extraction rate, losses and recovery, potential starch content and extraction efficiency. Result showed that the more the water added in the rasped sago pith the highest starch recovered. It was found out that the starch recovered was 32.1 % of 5 kg rasped pith of 15 liters of water thus resulted to 160.72 kg/day starch yield. Moreover, the efficiency of the machine was determined and it was found out that treatment 3 in trial 3 had the highest extraction efficiency of 96.3%. Using Analysis of Variance, RCBD, the level of significance was determined. It was found out that there is highly significant differences among treatments. Hence, the Sago Starch Extractor is recommended to use for small to medium scale processing specially to those who practice the manual extraction in remote areas. Keyword: Sago Starch Extractor (SSE), pith, hampas, starch recovery and starch yield."
TRIPGURU: YOUR CARAGA TOURIST GUIDE APPLICATION,"The popularity of smartphones and the related growth of mobile application markets created a need for mobile platform owners to open their software platforms up to third party developers in order to meet user demand for mobile applications. With the uprising percentage of technological outbreak, it is very effective to apply the idea of engaging android to any field which will prove beneficial to all concerned parties. The mobile integration in the promotion of tourism in Caraga Region is an outbreak of easy access to information. Tourism holds the promise of increased employment and income opportunities, particularly for Filipinos living in the coastal and rural areas of the country Yet, it is an industry built upon the most fragile of natural and cultural environments, where the most inconsequential and innocent of human gestures can easily wreak havoc on the site's resources Tourism is expected to become an even more important weapon in the Philippines' economic arsenal. Tourism is one of the major growing sources of income in the Caraga Region that is in development. Keywords: Tourism, Android Mobile Application, Travel Planner, Google Maps, Information System"
AN INFORMATION SYSTEM PLANNING ON PRIME-HRM PILLARS ON RECUITMENT SELECTION AND PLACEMENT AND LEARNING AND DEVELOPMENT IN CARAGA STATE UNIVERSITY.,"The Program to Institutionalize Meritocracy and Excellence in Human Resource Management (PRIME-HRM) integrates and enhances the Personnel Management Assessment and Assistance Program (PMAAP) and the CSC Agency Accreditation Program (CSCAAP). It is a mechanism that empowers government agencies by developing their human resource management competencies, systems, and practices towards HR excellence which is Caraga State University - HR pursuing to implement. This study aims to examine current processes and design potential information system solutions for the university. When properly implemented, this would be significant to the HR office for posting details of job vacancies, posting, and employee's development training. The researchers use a questionnaire to survey the head of the HR office to measure the acceptability of the proposed design of the organization processes by using SPSS to accumulate the means in the questionnaire. Also, SWOT Analysis is used to identify its internal strengths and weaknesses, as well as its external opportunities and threats. This study was successfully accepted by the head of the HR office. The researchers would like to recommend: Design a process flow for the HR office, use the Information System Plan for the ease of each process. Keywords: Information System Planning, Prime-HRM, RSP, LandD."
AN AUTOMATED IDENTIFICATION FOR INSECT PEST AND DISEASES FOR HIGH VALUE VEGETABLES,"The purpose of agriculture was to move the ecological balance of nature in favor of people related to other species and to meet the demand for agricultural products, especially food. In order to remain competitive, the modern farmer often relies on agricultural specialists and advisors to provide information for decision-making. This stody contains identification of insect pest and diseases for high value vegetables by using a knowledge-base expert system, involving production rules. An expert system normally composed of a knowledge based (information), inference engine (analyzes knowledge base), and end user interface (accepting inputs, generating outputs). The factors to consider the result of identifying insect pest and diseases are organism type, affected vegetable part, causes, insect stage, insect characteristics, symptom, damage and signs. This research was very valuable an aid to the farmers, agriculturist, students and any person who want to used the system in order to diagnose the vegetable insect pest and diseases and for decision-making in suggesting suitable recommendations. The researchers use the Expertise2go for generating rules and Joomla 1.5 as the GUI. Keywords: Knowledge base, Production Rules, Expertise2Go"
FACE IMAGE PREPROCESSING USING AFFINE TRANSFORMATION AND CONVEX HULL ALGORITHM,"The purpose of the study is to remove the unnecessary features in extracting the image data. The entire face image preprocessing is divided into two modules: face detection and preprocessing. CNN Based Face Detection algorithm is used to detect the face in the image, and Facial Landmark Detection algorithm to locate the facial points of the face. The study trained a model for detecting eight facial points using iBug 300W data set which consists of four major datasets: afw, helen, ibug, and Ifpw with the total numbers of 7238 images. Another training was conducted using CCIS Faculty datasets with the total numbers of 1240 images. The purpose of the training in different datasets is to test the accuracy and which model is efficient. The preprocessing technique called Affine Transformation algorithm is used to align the face after detecting the face in the image and convex hull algorithm is applied to create an elliptical mask of the face. After the Affine Transformation algorithm applied to the image, the image would be converted into grayscale and this grayscale image would be remapped for creating an elliptical mask with the used of Convex Hull algorithm. Results on the real-time indicate that the proposed algorithm can accurately preprocess the image. Furthermore, the trained model of detecting facial points are more accurate if the large data set is used. Moreover, the algorithm is tested on a real-time camera with different environmental conditions. Keywords: Face detection, preprocessing, CNN Based Face Detection algorithm, Facial Landmark Detection algorithm, Affine Transformation algorithm, Convex Hull algorithm."
SYSTEM ANALYSIS AND DESIGN OF BAYUGAN CITY SENIOR HIGH SCHOOL INFORMATION SYSTEM - A CASE STUDY,"The purpose of this paper is to formulate a System Analysis and Design in Bayugan City Senior High School. Specifically, the study sought to respond on the following concerns as follows: identify the profile of Bayugan City Senior High School in terms of total number of employees, total number of students enrolled, and number of senior high. programs offered; identify the process that needs automation; design a Framework of proposed Information System; and design an Implementation Plan. A case study will suit to determine such purposes of this research, which can be described as identifying major and minor problems and looking for alternative solutions and improvements with the matter. The data obtained as a result of the questionnaires are applied to 50 students in Bayugan City Senior High School in Bayugan City. Based on the information gathered, results revealed that it takes 3-5hrs to generate Form 137-A and Form 138. It is observed that all students take 1-2hrs to generate a certificate. It can be seen also that it takes 1 day to enroll a student considering that there are 1,316 students. Moreover, the majority of the students declared that they used manual system in generating Form 137-A and Form 138. On the other hand, Bayugan City Senior High School used manual system as a way of recording and retrieving student information. Thus, there is need to develop the application or system which is aimed to benefit the schools, teachers, and students so that they can access and manage information directly and conveniently."
BUTUAN SAVERS PHARMACY WEB-BASED INVENTORY AND MONITORING MANAGEMENT SYSTEM,"The purpose of this study was to automate the recording of the medical, dental and other services transactions. The graphical representation of reports. The CSU clinic web-based services management and monitoring system offers functionalities to quick tally the number of transaction on each services and to reflect the total transaction on monthly and quarterly and annually reports. It has inventory module for equipments and supplies enables the management to assess the next procurement. The reports generated by the system give answer to the challenges the staff faces on counting the student, faculty and staff transactions on medical, dental and other services. It also enables the monitoring of transactions made by the office to generate monthly, quarterly and yearly reports which show the summary report of their clinical transactions. Keywords: Monitoring, Inventory, Web-based, Graphical reports"
TREE INVENTORY SYSTEM IN CARAGA STATE UNIVERSITY,"The purpose of this study was to design and develop a tree inventory system that assists the students and faculties in Caraga State University in the management of their inventory of trees by developing an automated tree inventory system for recording the data of trees that exists in the campus. Through the use of modern technology i.e. web technology, they were able to come up with an initial database for tree inventory system of the campus. The methodology used for this study was the System Development Life Cycle and the tools that were used are XAMPP, MySQL, Google Maps API and OpenLayers for Mapping. This enables the monitoring of trees in the campus to generate reports which shows the summary report of the inventory of the trees. Keywords: Tree Inventory System, XAMPP, MySQL, OpenLayers, Google Maps API."
DEPED COMPUTERIZED DISBURSEMENT RECORD MANAGEMENT AND MONITORING SYSTEM WITH SMS NOTIFICATION,"The purpose of this study was to design and develop a web-based application system that assists the Department of Education Caraga Regional Office in the management of their disbursements record by automating their traditional way of recording and manipulating their disbursements data from an MS Excel file into an automated system to solve the problems of their existing manual system. This includes an automated check issuing application and disbursement record management with SMS Notifying module to directly notify their creditors or payees regarding with their check payments availability to save time, costs and effort on doing this transactions to alleviate the workload of the agency especially the Cashier's Office. It also enables the monitoring of disbursements made by the agency to generate yearly reports which show the summary report of their disbursements. Keywords: Management, Monitoring, Web-based, SMS, Department of Education"
WEB BASED BOOK MANAGEMENT AND INVENTORY SYSTEM IN DEPARTMENT OF EDUCATION BUTUAN CITY DIVISION,"The purpose of this study was to design and develop a web-based book management and inventory system that assists the Department of Education Butuan city Division in the management of their textbook record by automating their traditional way of recording and manipulating their Textbook data from an MS Excel file into an automated system to solve the problems of their existing manual system. Web-based book management and inventory system was designed and developed for HTML5 and Bootstrap for the user interface would provide an easy access and user-friendly design for school custodian. The researcher used JavaScript for the client-side scripting, PHPS as the scripting language for the backend server-side and MySQL database as the local storage of textbooks receed of the schools. The initial requirement for this system is gathered through an interview in DepEd Butuan city division. The results of this thesis are: (1) MySQL database, which helps admin/user to keep textbook information, (2) Depreciation cost system, which helps admin'user to calculate automatically condemn and losses books, and (3) Web-Based System for Generating reports provides time consuming for the user in making inventor. Based on the evaluation results, it can be concluded that the Web-based book management and inventory system is useful for admin/user Keywords: Management, Monitoring, Web-based"
A WEB-BASED BLOOD DONATION MANAGEMENT AND MONITORING SYSTEM WITH MAPPING CAPABILITY,"The purpose of this study was to develop a blood donation management and monitoring system to assist in the management of blood donor records and ease/or control the distribution of blood in various part of Caraga region. Without quick and timely access to donor records, monitoring of blood supply and blood donors, and sensitization of blood donors becomes very difficult. A web-based blood donation management and monitoring system with mapping capability offers functionalities to quick access to donor records collected from various part of Caraga region. It enables monitoring of blood supply and blood donors for an easy decision making. It provides to management timely, confidential and secure medical reports that facilitates planning and decision making. The reports generated by the system give answers to most of the challenges management faces as far as blood donor records are concerned. Keywords: Blood Donation, Management, Monitoring, Web-based"
A WEB-BASED BLOOD DONATION MANAGEMENT AND MONITORING SYSTEM WITH MAPPING CAPABILITY,"The purpose of this study was to develop a blood donation management and monitoring system to assist in the management of blood donor records and ease/or control the distribution of blood in various part of Caraga region. Without quick and timely access to donor records, monitoring of blood supply and blood donors, and sensitization of blood donors becomes very difficult. A web-based blood donation management and monitoring system with mapping capability offers functionalities to quick access to donor records collected from various part of Caraga region. It enables monitoring of blood supply and blood donors for an easy decision making. It provides to management timely, confidential and secure medical reports that facilitates planning and decision making. The reports generated by the system give answers to most of the challenges management faces as far as blood donor records are concerned. Keywords: Blood Donation, Management, Monitoring, Web-based"
AN AUTOMATED TIMEKEEPING WITH BIOMETRIC SYSTEM INTEGRATION,"The purpose of this study was to develop an automated timekeeping system using biometrics to help organizations to manage employees' information and attendance for organization's better performance. Having traditional personnel information and timekeeping method being used will lead to inaccuracy of records and slow business processes that affects organization's performance and productivity. An automation of this traditional method offers functionalities to ensure the integrity of the daily time records of each employee through accuracy with the help of biometric machine. It provides leave and travel order application. The reports generated by the system give answers to the challenges that the management faces as far as the personnel information and timekeeping are concerned. Keywords: Timekeeping, Biometrics, Organization, Automated"
